ID,UnitName,FactionName,FactionID
1983,Nightlash,"Gnoll, Rothide",57
1984,Young Thistle Boar,Creature,7
1985,Thistle Boar,Creature,7
1986,Webwood Spider,Beast - Spider,22
1988,Grell,Creature,7
1989,Grellkin,Creature,7
1992,Tarindrella,Darnassus,69
1993,Greenpaw,Furbolg,65
1994,Githyiss the Vile,Beast - Spider,22
1995,Strigid Owl,Creature,7
1996,Strigid Screecher,Creature,7
1997,Strigid Hunter,Creature,7
1998,Webwood Lurker,Beast - Spider,22
1999,Webwood Venomfang,Beast - Spider,22
2000,Webwood Silkspinner,Beast - Spider,22
2001,Giant Webwood Spider,Beast - Spider,22
2002,Rascal Sprite,Demon,73
2003,Shadow Sprite,Demon,73
2004,Dark Sprite,Demon,73
2005,Vicious Grell,Demon,73
2006,Gnarlpine Ursa,Furbolg,65
2007,Gnarlpine Gardener,Furbolg,65
2008,Gnarlpine Warrior,Furbolg,65
2009,Gnarlpine Shaman,Furbolg,65
2010,Gnarlpine Defender,Furbolg,65
2011,Gnarlpine Augur,Furbolg,65
2012,Gnarlpine Pathfinder,Furbolg,65
2013,Gnarlpine Avenger,Furbolg,65
2014,Gnarlpine Totemic,Furbolg,65
2015,Bloodfeather Harpy,Harpy,409
2017,Bloodfeather Rogue,Harpy,409
2018,Bloodfeather Sorceress,Harpy,409
2019,Bloodfeather Fury,Harpy,409
2020,Bloodfeather Wind Witch,Harpy,409
2021,Bloodfeather Matriarch,Harpy,409
2022,Timberling,Monster,14
2025,Timberling Bark Ripper,Monster,14
2027,Timberling Trampler,Monster,14
2029,Timberling Mire Beast,Monster,14
2030,Elder Timberling,Monster,14
2031,Young Nightsaber,Creature,7
2032,Mangy Nightsaber,Creature,7
2033,Elder Nightsaber,Leopard,55
2034,Feral Nightsaber,Leopard,55
2038,Lord Melenas,Demon,73
2039,Ursal the Mauler,Furbolg,65
2041,Ancient Protector,Darnassus,69
2042,Nightsaber,Leopard,55
2043,Nightsaber Stalker,Leopard,55
2044,Forlorn Spirit,Forlorn Spirit,62
2046,Andrew Krighton,Stormwind,72
2050,Raleigh Andrean,Undercity,68
2053,Haggard Refugee,Stormwind,72
2054,Sickly Refugee,Stormwind,72
2055,Master Apothecary Faranell,Undercity,68
2056,Ravenclaw Apparition,Friendly,31
2057,Huldar,Ironforge,47
2058,Deathstalker Faerleia,Undercity,68
2060,Councilman Smithers,Monster,14
2061,Councilman Thatcher,Monster,14
2062,Councilman Hendricks,Monster,14
2063,Councilman Wilhelm,Monster,14
2064,Councilman Hartin,Monster,14
2065,Councilman Cooper,Monster,14
2066,Councilman Higarth,Monster,14
2067,Councilman Brunswick,Monster,14
2068,Lord Mayor Morrison,Monster,14
2069,Moonstalker,Monster,14
2070,Moonstalker Runt,Monster,14
2071,Moonstalker Matriarch,Monster,14
2077,Melithar Staghelm,Darnassus,69
2078,Athridas Bearmantle,Darnassus,69
2079,Conservator Ilthalaine,Darnassus,69
2080,Denalan,Darnassus,69
2081,Sentinel Kyra Starsong,Darnassus,69
2082,Gilshalan Windwalker,Darnassus,69
2083,Syral Bladeleaf,Darnassus,69
2084,Natheril Raincaller,Darnassus,69
2086,Valstag Ironjaw,Ironforge,47
2089,Giant Wetlands Crocolisk,Monster,14
2090,Ma'ruk Wyrmscale,"Orc, Dragonmaw",52
2091,Chieftain Nek'rosh,"Orc, Dragonmaw",52
2092,Pilot Longbeard,Ironforge,47
2093,Einar Stonegrip,Ironforge,47
2094,James Halloran,Stormwind,72
2096,Tarrel Rockweaver,Ironforge,47
2097,Harlo Barnaby,Ironforge,47
2098,Ram,Ambient,148
2099,Maiden's Virtue Crewman,Ironforge,47
2102,Dragonmaw Grunt,"Orc, Dragonmaw",52
2103,Dragonmaw Scout,"Orc, Dragonmaw",52
2104,Captain Stoutfist,Ironforge,47
2105,Mountaineer Dokkin,Ironforge,47
2106,Apothecary Berard,Monster,14
2107,Gaerolas Talvethren,Darnassus,69
2108,Garneg Charskull,"Orc, Dragonmaw",52
2110,Black Rat,Prey,28
2111,Sida,Ironforge,47
2112,Farrin Daris,Stormwind,72
2113,Archibald Kava,Undercity,68
2114,Faruza,Undercity,68
2115,Joshua Kien,Undercity,68
2116,Blacksmith Rand,Undercity,68
2117,Harold Raims,Undercity,68
2118,Abigail Shiel,Undercity,68
2119,Dannal Stern,Undercity,68
2120,Archmage Ataeric,Dalaran,61
2121,Shadow Priest Allister,Undercity,68
2122,David Trias,Undercity,68
2123,Dark Cleric Duesten,Undercity,68
2124,Isabella,Undercity,68
2126,Maximillion,Undercity,68
2127,Rupert Boch,Undercity,68
2128,Cain Firesong,Undercity,68
2129,Dark Cleric Beryl,Undercity,68
2130,Marion Call,Undercity,68
2131,Austil de Mon,Undercity,68
2132,Carolai Anise,Undercity,68
2134,Mrs. Winters,Undercity,68
2135,Abe Winters,Undercity,68
2136,Oliver Dwor,Undercity,68
2137,Eliza Callen,Undercity,68
2140,Edwin Harly,Undercity,68
2142,Watcher Callahan,Stormwind,72
2149,Dark Iron Raider,"Dwarf, Dark Iron",48
2150,Zenn Foulhoof,Darnassus,69
2151,Moon Priestess Amara,Darnassus,69
2152,Gnarlpine Ambusher,Furbolg,65
2153,Terl Arakor,Stormwind,72
2155,Sentinel Shayla Nightbreeze,Darnassus,69
2156,Cracked Golem,Monster,14
2157,Stone Behemoth,Monster,14
2158,Gravelflint Scout,Trogg,32
2159,Gravelflint Bonesnapper,Beast - Spider,22
2160,Gravelflint Geomancer,Beast - Spider,22
2162,Agal,Furbolg,65
2163,Thistle Bear,Beast - Bear,37
2164,Rabid Thistle Bear,Beast - Bear,37
2165,Grizzled Thistle Bear,Beast - Bear,37
2166,Oakenscowl,Monster,14
2167,Blackwood Pathfinder,Furbolg,65
2168,Blackwood Warrior,Furbolg,65
2169,Blackwood Totemic,Furbolg,65
2170,Blackwood Ursa,Furbolg,65
2171,Blackwood Shaman,Furbolg,65
2172,Strider Clutchmother,Creature,7
2173,Reef Frenzy,Monster,14
2174,Coastal Frenzy,Monster,14
2175,Shadowclaw,Monster,14
2176,Cursed Highborne,Monster,14
2177,Writhing Highborne,Monster,14
2178,Wailing Highborne,Monster,14
2179,Stormscale Wave Rider,Naga,60
2180,Stormscale Siren,Naga,60
2181,Stormscale Myrmidon,Naga,60
2182,Stormscale Sorceress,Naga,60
2183,Stormscale Warrior,Naga,60
2184,Lady Moongazer,Monster,14
2185,Darkshore Thresher,Monster,14
2186,Carnivous the Breaker,Furbolg,65
2187,Elder Darkshore Thresher,Monster,14
2188,Deep Sea Threshadon,Monster,14
2189,Vile Sprite,Grell,64
2190,Wild Grell,Grell,64
2191,Licillin,Grell,64
2192,Firecaller Radison,Monster,14
2198,Crier Goodman,Stormwind,72
2201,Greymist Raider,Murloc,19
2202,Greymist Coastrunner,Murloc,19
2203,Greymist Seer,Murloc,19
2204,Greymist Netter,Murloc,19
2205,Greymist Warrior,Murloc,19
2206,Greymist Hunter,Murloc,19
2207,Greymist Oracle,Murloc,19
2208,Greymist Tidehunter,Murloc,19
2209,Deathguard Gavin,Undercity,68
2210,Deathguard Royann,Undercity,68
2211,Captured Mountaineer,Undercity,68
2212,Deth'ryll Satyr,Demon,73
2214,Deathstalker Lesh,Undercity,68
2215,High Executor Darthalia,Undercity,68
2216,Apothecary Lydon,Undercity,68
2224,Wind Rider,Friendly,31
2225,Zora Guthrek,Frostwolf Clan,729
2226,Karos Razok,Undercity,68
2227,Sharlindra,Undercity,68
2228,Lieutenant Farren Orinelle,Stormwind,72
2229,Krusk,Orgrimmar,76
2230,Umpi,Undercity,68
2231,Pygmy Tide Crawler,Creature,7
2232,Tide Crawler,Creature,7
2233,Encrusted Tide Crawler,Creature,7
2234,Young Reef Crawler,Creature,7
2235,Reef Crawler,Creature,7
2236,Raging Reef Crawler,Creature,7
2237,Moonstalker Sire,Monster,14
2238,Tog'thar,Orgrimmar,76
2239,Drull,Orgrimmar,76
2240,Syndicate Footpad,Syndicate,70
2241,Syndicate Thief,Syndicate,70
2242,Syndicate Spy,Syndicate,70
2243,Syndicate Sentry,Syndicate,70
2244,Syndicate Shadow Mage,Syndicate,70
2245,Syndicate Saboteur,Syndicate,70
2246,Syndicate Assassin,Syndicate,70
2247,Syndicate Enforcer,Syndicate,70
2248,Cave Yeti,Monster,14
2249,Ferocious Yeti,Monster,14
2250,Mountain Yeti,Monster,14
2251,Giant Yeti,Monster,14
2252,Crushridge Ogre,Ogre,38
2253,Crushridge Brute,Ogre,38
2254,Crushridge Mauler,Ogre,38
2255,Crushridge Mage,Ogre,38
2256,Crushridge Enforcer,Ogre,38
2257,Mug'thol,Ogre,38
2258,Stone Fury,Elemental,74
2260,Syndicate Rogue,Syndicate,70
2261,Syndicate Watchman,Syndicate,70
2263,Marshal Redpath,Stormwind,72
2264,Hillsbrad Tailor,Hillsbrad Militia,71
2265,Hillsbrad Apprentice Blacksmith,Hillsbrad Militia,71
2266,Hillsbrad Farmer,Hillsbrad Militia,71
2267,Hillsbrad Peasant,Hillsbrad Militia,71
2268,Hillsbrad Footman,Hillsbrad Militia,71
2269,Hillsbrad Miner,Stormwind,72
2270,Hillsbrad Sentry,Stormwind,72
2271,Dalaran Shield Guard,Dalaran,61
2272,Dalaran Theurgist,Dalaran,61
2274,Stanley,Friendly,31
2275,Enraged Stanley,Beast - Wolf,29
2276,Magistrate Henry Maleb,Stormwind,72
2277,Loremaster Dibbs,Stormwind,72
2278,Melisara,Undercity,68
2283,Ravenclaw Regent,"Undead, Scourge",20
2284,Captured Farmer,Friendly,31
2285,Count Remington Ridgewell,Stormwind,72
2287,Crushridge Warmonger,Ogre,38
2299,Borgus Stoutarm,Ironforge,47
2302,Aethalas,Silverwing Sentinels,890
2303,Lyranne Feathersong,Darnassus,69
2304,Captain Ironhill,Hillsbrad Militia,71
2305,Foreman Bonds,Hillsbrad Militia,71
2306,Baron Vardus,Syndicate,70
2307,Caretaker Caice,Undercity,68
2308,Andrew Brownell,Undercity,68
2309,Thomas Arlento,Undercity,68
2310,Jamie Nore,Undercity,68
2311,Doreen Beltis,Undercity,68
2314,Sahvan Bloodshadow,Undercity,68
2315,Maquell Ebonwood,Undercity,68
2316,Gol'dir,Orgrimmar,76
2317,Elysa,Friendly,31
2318,Argus Shadow Mage,Syndicate,70
2319,Syndicate Wizard,Syndicate,70
2320,Nagaz,Syndicate,70
2321,Foreststrider Fledgling,Creature,7
2322,Foreststrider,Creature,7
2323,Giant Foreststrider,Creature,7
2324,Blackwood Windtalker,Furbolg,65
2326,Thamner Pol,Ironforge,47
2327,Shaina Fuller,Stormwind,72
2329,Michelle Belle,Stormwind,72
2330,Karlee Chaddis,Stormwind,72
2331,Paige Chaddis,Stormwind,72
2332,Valdred Moray,Stormwind,72
2333,Henchman Valik,Horde Generic,66
2334,Event Generator 001,Stormwind,72
2335,Magistrate Burnside,Hillsbrad Militia,71
2336,Dark Strand Fanatic,Monster,14
2337,Dark Strand Voidcaller,Monster,14
2338,Twilight Disciple,Naga,60
2339,Twilight Thug,Naga,60
2344,Dun Garok Mountaineer,Hillsbrad Militia,71
2345,Dun Garok Rifleman,Hillsbrad Militia,71
2346,Dun Garok Priest,Hillsbrad Militia,71
2347,Wild Gryphon,Creature,7
2348,Elder Moss Creeper,Beast - Spider,22
2349,Giant Moss Creeper,Beast - Spider,22
2350,Forest Moss Creeper,Beast - Spider,22
2351,Gray Bear,Monster,14
2352,Innkeeper Anderson,Stormwind,72
2354,Vicious Gray Bear,Beast - Bear,37
2356,Elder Gray Bear,Beast - Bear,37
2357,Merideth Carlson,Stormwind,72
2358,Dalaran Summoner,Dalaran,61
2359,Elemental Slave,Dalaran,61
2360,Hillsbrad Farmhand,Hillsbrad Militia,71
2361,Tamara Armstrong,Stormwind,72
2362,Hemmit Armstrong,Stormwind,72
2363,Apprentice Honeywell,Stormwind,72
2364,Neema,Stormwind,72
2365,Bront Coldcleave,Stormwind,72
2366,Barkeep Kelly,Stormwind,72
2367,Donald Rabonne,Stormwind,72
2368,Daggerspine Shorestalker,Naga,60
2369,Daggerspine Shorehunter,Naga,60
2370,Daggerspine Screamer,Naga,60
2371,Daggerspine Siren,Naga,60
2372,Mudsnout Gnoll,"Gnoll, Mudsnout",78
2373,Mudsnout Shaman,"Gnoll, Mudsnout",78
2374,Torn Fin Muckdweller,Murloc,19
2375,Torn Fin Coastrunner,Murloc,19
2376,Torn Fin Oracle,Murloc,19
2377,Torn Fin Tidehunter,Murloc,19
2378,Kundric Zanden,Stormwind,72
2379,Caretaker Smithers,Stormwind,72
2380,Nandar Branson,Stormwind,72
2381,Micha Yance,Stormwind,72
2382,Darren Malvew,Stormwind,72
2383,Lindea Rabonne,Stormwind,72
2384,Starving Mountain Lion,Monster,14
2385,Feral Mountain Lion,Monster,14
2386,Southshore Guard,Stormwind,72
2387,Hillsbrad Councilman,Hillsbrad Militia,71
2388,Innkeeper Shay,Undercity,68
2389,Zarise,Undercity,68
2390,Aranae Venomblood,Undercity,68
2391,Serge Hinott,Undercity,68
2392,Delia Verana,Undercity,68
2393,Christoph Jeffcoat,Undercity,68
2394,Mallen Swain,Undercity,68
2395,Vinna Wayne,Undercity,68
2396,Hans Zandin,Undercity,68
2397,Derak Nightfall,Undercity,68
2398,Tara Coldgaze,Undercity,68
2399,Daryl Stack,Undercity,68
2400,Craig Hewitt,Undercity,68
2401,Kayren Soothallow,Undercity,68
2402,Shara Blazen,Undercity,68
2403,Farmer Getz,Hillsbrad Militia,71
2404,Blacksmith Verringtan,Hillsbrad Militia,71
2405,Tarren Mill Deathguard,Undercity,68
2406,Mountain Lion,Monster,14
2407,Hulking Mountain Lion,Monster,14
2408,Snapjaw,Creature,7
2409,Felicia Maline,Stormwind,72
2410,Magus Wordeen Voidglare,Undercity,68
2411,Ricter,Creature,7
2412,Alina,Creature,7
2413,Dermot,Creature,7
2414,Kegan Darkmar,Creature,7
2415,Warden Belamoore,Dalaran,61
2416,Crushridge Plunderer,Ogre,38
2417,Grel'borg the Miser,Ogre,38
2418,Deathguard Samsa,Undercity,68
2419,Deathguard Humbert,Undercity,68
2420,Targ,Ogre,38
2421,Muckrake,Ogre,38
2422,Glommus,Ogre,38
2423,Lord Aliden Perenolde,Syndicate,70
2425,Varimathras,Undercity,68
2427,Jailor Eston,Syndicate,70
2428,Jailor Marlgen,Syndicate,70
2429,Novice Thaivand,Undercity,68
2430,Chef Jessen,Stormwind,72
2431,Jailor Borhuin,Syndicate,70
2432,Darla Harris,Stormwind,72
2433,Helcular's Remains,Horde Generic,66
2434,Shadowy Assassin,Syndicate,70
2435,Southshore Crier,"HIllsbrad, Southshore Mayor",79
2436,Farmer Kent,"HIllsbrad, Southshore Mayor",79
2437,Keeper Bel'varil,Undercity,68
2438,Bartolo Ginsetti,Stormwind,72
2439,Major Samuelson,Stormwind,72
2440,Drunken Footpad,Monster,14
2442,Cow,Ambient,148
2447,Narillasanz,"Dragonflight, Red",50
2448,Clerk Horrace Whitesteed,Hillsbrad Militia,71
2449,Citizen Wilkes,Hillsbrad Militia,71
2450,Miner Hackett,Hillsbrad Militia,71
2451,Farmer Kalaba,Hillsbrad Militia,71
2452,Skhowl,Monster,14
2453,Lo'Grosh,Ogre,38
2455,Olivia Burnside,Stormwind,72
2456,Newton Burnside,Stormwind,72
2457,John Burnside,Stormwind,72
2458,Randolph Montague,Undercity,68
2459,Mortimer Montague,Undercity,68
2460,Barnum Stonemantle,Ironforge,47
2461,Bailey Stonemantle,Ironforge,47
2462,Flesh Eating Worm,"Undead, Scourge",20
2464,Commander Aggro'gosh,Orgrimmar,76
2465,Far Seer Mok'thardin,Orgrimmar,76
2466,Mountaineer Grugelm,Ironforge,47
2468,Mountaineer Thar,Ironforge,47
2469,Mountaineer Rharen,Ironforge,47
2470,Watcher Fraizer,"Human, Night Watch",49
2473,Granistad,Ironforge,47
2474,Kurdros,Ironforge,47
2475,Sloth,Monster,14
2476,Large Loch Crocolisk,Monster,14
2477,Gradok,Horde Generic,66
2478,Haren Swifthoof,Horde Generic,66
2479,Sludge,Monster,14
2480,Bro'kin,Booty Bay,21
2481,Bliztik,Booty Bay,21
2482,Zarena Cromwind,Booty Bay,21
2483,Jaquilina Dramet,Friendly,31
2485,Larimaine Purdue,Stormwind,72
2486,Fin Fizracket,Booty Bay,21
2487,Fleet Master Seahorn,Booty Bay,21
2488,Deeg,Booty Bay,21
2489,Milstaff Stormeye,Ironforge,47
2490,First Mate Crazz,Booty Bay,21
2491,Whiskey Slim,Booty Bay,21
2492,Lexington Mortaim,Undercity,68
2493,Dizzy One-Eye,Booty Bay,21
2494,Privateer Bloads,Booty Bay,21
2495,Drizzlik,Booty Bay,21
2496,Baron Revilgaz,Booty Bay,21
2497,Nimboya,Darkspear Trolls,530
2498,Crank Fizzlebub,Booty Bay,21
2499,Markel Smythe,Booty Bay,21
2500,Captain Hecklebury Smotts,Booty Bay,21
2501,"\""Sea Wolf\"" MacKinley",Booty Bay,21
2502,"\""Shaky\"" Phillipe",Booty Bay,21
2503,Hillsbrad Foreman,Stormwind,72
2504,Donyal Tovald,Stormwind,72
2505,Saltwater Snapjaw,Creature,7
2506,Mountaineer Harn,Ironforge,47
2507,Mountaineer Uthan,Ironforge,47
2508,Mountaineer Wuar,Ironforge,47
2509,Mountaineer Cragg,Ironforge,47
2510,Mountaineer Ozmok,Ironforge,47
2511,Mountaineer Bludd,Ironforge,47
2512,Mountaineer Roghan,Ironforge,47
2513,Mountaineer Janha,Ironforge,47
2514,Mountaineer Modax,Ironforge,47
2515,Mountaineer Fazgard,Ironforge,47
2516,Mountaineer Kamdar,Ironforge,47
2517,Mountaineer Langarr,Ironforge,47
2518,Mountaineer Swarth,Ironforge,47
2519,Kin'weelay,Darkspear Trolls,530
2520,Remote-Controlled Golem,Defias Brotherhood,15
2521,Skymane Gorilla,Beast - Gorilla,58
2522,Jaguero Stalker,Monster,14
2523,Searing Totem,"PLAYER, Troll",9
2524,Mountaineer Haggis,Ironforge,47
2525,Mountaineer Barn,Ironforge,47
2526,Mountaineer Morlic,Ironforge,47
2527,Mountaineer Angst,Ironforge,47
2528,Mountaineer Haggil,Ironforge,47
2529,Son of Arugal,Worgen,24
2530,Yenniku,"Troll, Bloodscalp",26
2531,Minion of Morganth,Undercity,68
2532,Donna,Stormwind,72
2533,William,Stormwind,72
2534,Zanzil the Outcast,Monster,14
2535,"Maury \""Club Foot\"" Wilkins",Monster,14
2536,Jon-Jon the Crow,Monster,14
2537,"Chucky \""Ten Thumbs\"",""Monster",14,
2540,Dalaran Serpent,Dalaran,61
2541,Lord Sakrasis,Monster,14
2542,Catelyn the Blade,Booty Bay,21
2543,Archmage Ansirem Runeweaver,Dalaran,61
2544,Southern Sand Crawler,Creature,7
2545,"\""Pretty Boy\"" Duncan",Bloodsail Buccaneers,87
2546,Fleet Master Firallon,Bloodsail Buccaneers,87
2547,Ironpatch,Bloodsail Buccaneers,87
2548,Captain Keelhaul,Bloodsail Buccaneers,87
2549,Garr Salthoof,Bloodsail Buccaneers,87
2550,Captain Stillwater,Bloodsail Buccaneers,87
2551,Brutus,Bloodsail Buccaneers,87
2552,Witherbark Troll,"Troll, Witherbark",82
2553,Witherbark Shadowcaster,"Troll, Witherbark",82
2554,Witherbark Axe Thrower,"Troll, Witherbark",82
2555,Witherbark Witch Doctor,"Troll, Witherbark",82
2556,Witherbark Headhunter,"Troll, Witherbark",82
2557,Witherbark Shadow Hunter,"Troll, Witherbark",82
2558,Witherbark Berserker,"Troll, Witherbark",82
2559,Highland Strider,Beast - Raptor,42
2560,Highland Thrasher,Beast - Raptor,42
2561,Highland Fleshstalker,Beast - Raptor,42
2562,Boulderfist Ogre,Ogre,38
2563,Plains Creeper,Beast - Spider,22
2564,Boulderfist Enforcer,Ogre,38
2565,Giant Plains Creeper,Beast - Spider,22
2566,Boulderfist Brute,Ogre,38
2567,Boulderfist Magus,Ogre,38
2569,Boulderfist Mauler,Ogre,38
2570,Boulderfist Shaman,Ogre,38
2571,Boulderfist Lord,Ogre,38
2572,Drywhisker Kobold,Kobold,25
2573,Drywhisker Surveyor,Kobold,25
2574,Drywhisker Digger,Kobold,25
2575,Dark Iron Supplier,"Dwarf, Dark Iron",48
2577,Dark Iron Shadowcaster,"Dwarf, Dark Iron",48
2578,Young Mesa Buzzard,Creature,7
2579,Mesa Buzzard,Creature,7
2580,Elder Mesa Buzzard,Creature,7
2581,Dabyrie Militia,Stormwind,72
2582,Dabyrie Laborer,Stormwind,72
2583,Stromgarde Troll Hunter,Stormwind,72
2584,Stromgarde Defender,Stormwind,72
2585,Stromgarde Vindicator,Stormwind,72
2586,Syndicate Highwayman,Syndicate,70
2587,Syndicate Pathstalker,Syndicate,70
2588,Syndicate Prowler,Syndicate,70
2589,Syndicate Mercenary,Syndicate,70
2590,Syndicate Conjuror,Syndicate,70
2591,Syndicate Magus,Syndicate,70
2592,Rumbling Exile,Elemental,74
2594,Sprogger,Booty Bay,21
2595,Daggerspine Raider,Naga,60
2596,Daggerspine Sorceress,Naga,60
2597,Lord Falconcrest,Syndicate,70
2598,Darbel Montrose,Syndicate,70
2599,Otto,Syndicate,70
2600,Singer,Beast - Raptor,42
2601,Foulbelly,Ogre,38
2602,Ruul Onestone,Ogre,38
2603,Kovork,Ogre,38
2604,Molok the Crusher,Ogre,38
2605,Zalas Witherbark,"Troll, Witherbark",82
2606,Nimar the Slayer,"Troll, Witherbark",82
2607,Prince Galen Trollbane,Stormwind,72
2608,Commander Amaren,Stormwind,72
2609,Geomancer Flintdagger,Kobold,25
2610,Shakes O'Breen,Booty Bay,21
2611,Fozruk,Creature,7
2612,Lieutenant Valorcall,Stormwind,72
2616,Privateer Groy,Booty Bay,21
2618,Hammerfall Peon,Horde Generic,66
2619,Hammerfall Grunt,Horde Generic,66
2620,Prairie Dog,Prey,28
2621,Hammerfall Guardian,Orgrimmar,76
2622,Sly Garrett,Booty Bay,21
2623,Spirit of Old,Dalaran,61
2624,Gazban,Creature,7
2625,Viznik Goldgrubber,Booty Bay,21
2626,Old Man Heming,Booty Bay,21
2627,Grarnik Goodstitch,Booty Bay,21
2628,Dalaran Worker,Dalaran,61
2630,Earthbind Totem,Furbolg,65
2634,Princess Poobah,Friendly,31
2635,Elder Saltwater Crocolisk,Monster,14
2636,Blackwater Deckhand,Booty Bay,21
2638,Syndicate Spectre,"Gnoll, Rothide",57
2639,Vilebranch Axe Thrower,"Troll, Vilebranch",572
2640,Vilebranch Witch Doctor,"Troll, Vilebranch",572
2641,Vilebranch Headhunter,"Troll, Vilebranch",572
2642,Vilebranch Shadowcaster,"Troll, Vilebranch",572
2643,Vilebranch Berserker,"Troll, Vilebranch",572
2644,Vilebranch Hideskinner,"Troll, Vilebranch",572
2645,Vilebranch Shadow Hunter,"Troll, Vilebranch",572
2646,Vilebranch Blood Drinker,"Troll, Vilebranch",572
2647,Vilebranch Soul Eater,"Troll, Vilebranch",572
2648,Vilebranch Aman'zasi Guard,"Troll, Vilebranch",572
2649,Witherbark Scalper,"Troll, Witherbark",82
2650,Witherbark Zealot,"Troll, Witherbark",82
2651,Witherbark Hideskinner,"Troll, Witherbark",82
2652,Witherbark Venomblood,"Troll, Witherbark",82
2653,Witherbark Sadist,"Troll, Witherbark",82
2654,Witherbark Caller,"Troll, Witherbark",82
2655,Green Sludge,Monster,14
2656,Jade Ooze,Monster,14
2657,Trained Razorbeak,Alliance Generic,189
2658,Razorbeak Gryphon,Wildhammer Clan,471
2659,Razorbeak Skylord,Wildhammer Clan,471
2663,Narkk,Booty Bay,21
2664,Kelsey Yance,Booty Bay,21
2667,Ward of Laze,Ogre,38
2668,Danielle Zipstitch,Stormwind,72
2669,Sheri Zipstitch,Stormwind,72
2670,Xizk Goodstitch,Booty Bay,21
2671,Mechanical Squirrel,"PLAYER, Night Elf",4
2672,Cowardly Crosby,Friendly,31
2674,Advanced Target Dummy,Monster,14
2673,Target Dummy,Monster,14
2675,Explosive Sheep,Monster,14
2676,Compact Harvest Reaper,Venture Company,41
2678,Mechanical Dragonling,Monster,14
2679,Wenna Silkbeard,Ironforge,47
2680,Vilebranch Wolf Pup,Beast - Wolf,29
2681,Vilebranch Raiding Wolf,Beast - Wolf,29
2682,Fradd Swiftgear,Gnomeregan Exiles,54
2683,Namdo Bizzfizzle,Gnomeregan Exiles,54
2684,Rizz Loosebolt,Friendly,31
2685,Mazk Snipeshot,Booty Bay,21
2686,Witherbark Broodguard,Beast - Spider,22
2687,Gnaz Blunderflame,Friendly,31
2688,Ruppo Zipcoil,Friendly,31
2691,Highvale Outrunner,Silvermoon Remnant,269
2692,Highvale Scout,Silvermoon Remnant,269
2693,Highvale Marksman,Silvermoon Remnant,269
2694,Highvale Ranger,Silvermoon Remnant,269
2695,Sara Balloo,Ironforge,47
2696,Foggy MacKreel,Ironforge,47
2697,Clyde Ranthal,Stormwind,72
2698,George Candarte,Undercity,68
2699,Rikqiz,Booty Bay,21
2700,Captain Nials,Stormwind,72
2701,Dustbelcher Ogre,Ogre,38
2703,Zengu,Darkspear Trolls,530
2704,Hanashi,Darkspear Trolls,530
2705,Brewmeister Bilger,Ironforge,47
2706,Tor'gan,Darkspear Trolls,530
2707,Shadra,Beast - Wolf,29
2708,Archmage Malin,Stormwind,72
2711,Phin Odelic,Stormwind,72
2712,Quae,Stormwind,72
2713,Kinelory,Escortee,40
2714,Forsaken Courier,Horde Generic,66
2715,Dustbelcher Brute,Ogre,38
2716,Dustbelcher Wyrmhunter,Ogre,38
2717,Dustbelcher Mauler,Ogre,38
2718,Dustbelcher Shaman,Ogre,38
2719,Dustbelcher Lord,Ogre,38
2720,Dustbelcher Ogre Mage,Ogre,38
2721,Forsaken Bodyguard,Horde Generic,66
2723,Stone Golem,"Dwarf, Dark Iron",48
2725,Scalding Whelp,Monster,14
2726,Scorched Guardian,Monster,14
2727,Crag Coyote,Beast - Wolf,29
2728,Feral Crag Coyote,Beast - Wolf,29
2729,Elder Crag Coyote,Beast - Wolf,29
2730,Rabid Crag Coyote,Beast - Wolf,29
2731,Ridge Stalker,Monster,14
2732,Ridge Huntress,Monster,14
2733,Apothecary Jorell,Horde Generic,66
2734,Ridge Stalker Patriarch,Monster,14
2735,Lesser Rock Elemental,Elemental,74
2736,Greater Rock Elemental,Elemental,74
2737,Durtham Greldon,Ironforge,47
2738,Stromgarde Cavalryman,Stormwind,72
2739,Shadowforge Tunneler,"Dwarf, Dark Iron",48
2740,Shadowforge Darkweaver,"Dwarf, Dark Iron",48
2742,Shadowforge Chanter,"Dwarf, Dark Iron",48
2743,Shadowforge Warrior,"Dwarf, Dark Iron",48
2744,Shadowforge Commander,Monster,14
2745,Ambassador Infernus,"Dwarf, Dark Iron",48
15546,Hive'Zara Swarmer,Monster,14
2749,Siege Golem,Elemental,74
2751,War Golem,Elemental,74
2752,Rumbler,Elemental,74
2753,Barnabus,Beast - Wolf,29
2754,Anathemus,Giant,511
2755,Myzrael,Creature,7
2760,Burning Exile,Monster,14
2761,Cresting Exile,Monster,14
2762,Thundering Exile,Monster,14
2763,Thenan,Monster,14
2764,Sleeby,Creature,7
2765,Znort,Creature,7
2766,Lolo the Lookout,Booty Bay,21
2767,First Mate Nilzlix,Booty Bay,21
2768,Professor Phizzlethorpe,Friendly,31
2769,Captain Steelgut,Booty Bay,21
2770,Tallow,Undercity,68
2771,Drum Fel,Orgrimmar,76
2772,Korin Fel,Orgrimmar,76
2773,Or'Kalar,Ogre,38
2774,Doctor Draxlegauge,Booty Bay,21
2775,Daggerspine Marauder,Naga,60
2776,Vengeful Surge,Elemental,74
2778,Deckhand Moishe,Booty Bay,21
2779,Prince Nazjak,Beast - Wolf,29
2780,Caretaker Nevlin,Stormwind,72
2781,Caretaker Weston,Stormwind,72
